Record_ID,Month,SKU_ID,SKU_Description,Product_Group,UoM,Base_Monthly_Demand,Avg_Monthly_Demand_est,Forecast_Method,Forecast_units,Actual_Demand_units,Forecast_Error_units,Absolute_Error_units,APE,Supplier_LeadTime_days,Transit_days,Total_LeadTime_days,Safety_Stock_units,Reorder_Point_units,OnHand_Inventory_units,Planned_Receipts_units,Replenishment_Order_units,Production_Plan_units,MOQ_units,Unit_Cost_USD,Inventory_Value_USD,Days_of_Inventory,Fill_Rate_pct,Stockout_Flag,SLOB_Flag,Produced_InHouse,Shelf_Life_days,Manufacturing_Date,Expiry_Date,Days_to_Expiry,Holding_Cost_pct_annual,Holding_Cost_USD_monthly,Planned_Receipt_Date,Actual_Receipt_Date,PO_OnTime_Flag,Customer_Priority,Revenue_per_unit_USD,Monthly_Revenue_USD,Manufacturing_Line,Production_Capacity_units_per_month,Line_Changeover_time_hrs,Safety_Stock_z90_units,Safety_Stock_z95_units,Safety_Stock_z98_units,OTIF_approx_flag,Capacity_Utilization_pct,Expiry_Value_USD
SKU0016_202507,2025-07-01 00:00:00,SKU0016,Solvents Grade B,Solvents,litre,180,191,Exponential Smoothing,144,209,65,65,"0,311",27,10,37,12,270,448,125,0,0,8579,"4,17","1868,16","64,3",100,0,0,FALSE,730,2025-07-04,2027-07-04,733,"0,12","18,6816",2025-07-08 00:00:00,2025-07-07 00:00:00,1,Low,"5,6295","1176,5655",Line_A,,,10,13,15,1,,0
SKU0016_202508,2025-08-01 00:00:00,SKU0016,Solvents Grade B,Solvents,litre,180,194,Naive,207,175,-32,32,"0,1829",27,3,30,11,186,140,217,8579,0,8579,"4,17","583,8",24,100,0,0,FALSE,730,2025-08-06,2027-08-06,735,"0,12","5,838",2025-08-08 00:00:00,2025-08-05 00:00:00,1,Low,"5,6295","985,1625",Line_A,,,9,11,14,1,,0
SKU0017_202411,2024-11-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1657,Exponential Smoothing,2090,1767,-323,323,"0,1828",29,5,34,118,2121,1392,555,4909,0,4909,"30,71","42748,32","23,6",100,0,0,FALSE,540,2024-11-03,2026-04-27,542,"0,09","320,6124",2024-11-08 00:00:00,2024-11-07 00:00:00,1,High,"46,065","81396,855",Line_B,,,92,118,147,1,,0
SKU0017_202412,2024-12-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1694,Exponential Smoothing,1479,1197,-282,282,"0,2356",29,7,36,121,1557,0,625,4909,0,4909,"30,71",0,0,"52,21",1,0,FALSE,540,2024-12-08,2026-06-01,547,"0,09",0,2024-12-08 00:00:00,2024-12-09 00:00:00,1,High,"46,065","55139,805",Line_B,,,95,122,152,1,,0
SKU0017_202501,2025-01-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1731,Exponential Smoothing,1608,2055,447,447,"0,2175",29,9,38,124,2727,1990,1509,4909,0,4909,"30,71","61112,9","29,1",100,0,0,FALSE,540,2025-01-05,2026-06-29,544,"0,09","458,34675",2025-01-08 00:00:00,2025-01-18 00:00:00,0,High,"46,065","94663,575",Line_B,,,97,125,156,0,,0
SKU0017_202502,2025-02-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1767,Exponential Smoothing,1641,1895,254,254,"0,134",29,8,37,123,2460,1477,726,4909,0,4909,"30,71","45358,67","23,4",100,0,0,FALSE,540,2025-02-06,2026-07-31,545,"0,09","340,190025",2025-02-08 00:00:00,2025-02-07 00:00:00,1,High,"46,065","87293,175",Line_B,,,96,123,154,1,,0
SKU0017_202503,2025-03-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1804,Exponential Smoothing,1526,1606,80,80,"0,0498",29,7,36,121,2048,2626,1615,0,0,4909,"30,71","80644,46","49,1",100,0,0,FALSE,540,2025-03-03,2026-08-25,542,"0,09","604,83345",2025-03-08 00:00:00,2025-03-05 00:00:00,1,High,"46,065","73980,39",Line_B,,,95,122,152,1,,0
SKU0017_202504,2025-04-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1841,Exponential Smoothing,1911,1381,-530,530,"0,3838",29,6,35,119,1730,1180,1571,4909,0,4909,"30,71","36237,8","25,6",100,0,0,FALSE,540,2025-04-08,2026-09-30,547,"0,09","271,7835",2025-04-08 00:00:00,2025-04-09 00:00:00,1,High,"46,065","63615,765",Line_B,,,94,120,150,1,,0
SKU0017_202505,2025-05-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1878,Collaborative Judgment,1717,1535,-182,182,"0,1186",29,12,41,129,2227,1432,1156,4909,0,4909,"30,71","43976,72",28,100,0,0,FALSE,540,2025-05-09,2026-10-31,548,"0,09","329,8254",2025-05-08 00:00:00,2025-05-14 00:00:00,0,High,"46,065","70709,775",Line_B,,,101,130,162,0,,0
SKU0017_202506,2025-06-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1915,Collaborative Judgment,1504,1461,-43,43,"0,0294",29,8,37,123,1925,1365,1687,4909,0,4909,"30,71","41919,15",28,100,0,0,FALSE,540,2025-06-09,2026-12-01,548,"0,09","314,393625",2025-06-08 00:00:00,2025-06-11 00:00:00,0,High,"46,065","67300,965",Line_B,,,96,123,154,0,,0
SKU0017_202507,2025-07-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1951,Collaborative Judgment,1469,1367,-102,102,"0,0746",29,14,43,132,2091,1432,1220,4909,0,4909,"30,71","43976,72","31,4",100,0,0,FALSE,540,2025-07-09,2026-12-31,548,"0,09","329,8254",2025-07-08 00:00:00,2025-07-18 00:00:00,0,High,"46,065","62970,855",Line_B,,,104,133,166,0,,0
SKU0017_202508,2025-08-01 00:00:00,SKU0017,Additives Grade C,Additives,kg,1841,1988,Collaborative Judgment,1621,2120,499,499,"0,2354",29,6,35,119,2592,1345,2014,4909,0,4909,"30,71","41304,95",19,100,0,0,FALSE,540,2025-08-06,2027-01-28,545,"0,09","309,787125",2025-08-08 00:00:00,2025-08-11 00:00:00,0,High,"46,065","97657,8",Line_B,,,94,120,150,0,,0
SKU0018_202411,2024-11-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,109,Exponential Smoothing,108,146,38,38,"0,2603",37,8,45,9,228,194,130,5326,5326,5326,"12,22","2370,68","39,9",100,0,0,TRUE,1095,2024-11-02,2027-11-02,1096,"0,06","11,8534",2024-11-08 00:00:00,2024-11-15 00:00:00,0,Low,"14,664","2140,944",Line_C,10000,2,7,9,12,0,"53,26",0
SKU0018_202412,2024-12-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,111,Collaborative Judgment,129,134,5,5,"0,0373",37,6,43,9,201,147,77,5326,5326,5326,"12,22","1796,34","32,9",100,0,0,TRUE,1095,2024-12-02,2027-12-02,1096,"0,06","8,9817",2024-12-08 00:00:00,2024-12-13 00:00:00,0,Low,"14,664","1964,976",Line_C,10000,3,7,9,11,0,"53,26",0
SKU0018_202501,2025-01-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,114,Causal (Promo),138,110,-28,28,"0,2545",37,7,44,9,170,78,112,5326,5326,5326,"12,22","953,16","21,3",100,0,0,TRUE,1095,2025-01-10,2028-01-10,1104,"0,06","4,7658",2025-01-08 00:00:00,2025-01-14 00:00:00,0,Low,"14,664","1613,04",Line_C,10000,8,7,9,11,0,"53,26",0
SKU0018_202502,2025-02-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,116,Exponential Smoothing,149,165,16,16,"0,097",37,1,38,8,217,163,115,5326,5326,5326,"12,22","1991,86","29,6",100,0,0,TRUE,1095,2025-02-04,2028-02-04,1098,"0,06","9,9593",2025-02-08 00:00:00,2025-02-14 00:00:00,0,Low,"14,664","2419,56",Line_C,10000,3,7,9,11,0,"53,26",0
SKU0018_202503,2025-03-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,119,Collaborative Judgment,149,156,7,7,"0,0449",37,1,38,8,206,0,163,5326,5326,5326,"12,22",0,0,100,0,0,TRUE,1095,2025-03-05,2028-03-04,1099,"0,06",0,2025-03-08 00:00:00,2025-03-16 00:00:00,0,Low,"14,664","2287,584",Line_C,10000,5,7,9,11,0,"53,26",0
SKU0018_202504,2025-04-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,121,Exponential Smoothing,152,109,-43,43,"0,3945",37,11,48,9,183,62,68,5326,5326,5326,"12,22","757,64","17,1",100,0,0,TRUE,1095,2025-04-09,2028-04-08,1103,"0,06","3,7882",2025-04-08 00:00:00,2025-04-17 00:00:00,0,Low,"14,664","1598,376",Line_C,10000,6,8,10,12,0,"53,26",0
SKU0018_202505,2025-05-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,123,Causal (Promo),168,154,-14,14,"0,0909",37,1,38,8,203,7,167,5326,5326,5326,"12,22","85,54","1,4",100,0,0,TRUE,1095,2025-05-02,2028-05-01,1096,"0,06","0,4277",2025-05-08 00:00:00,2025-05-07 00:00:00,1,Low,"14,664","2258,256",Line_C,10000,5,7,9,11,1,"53,26",0
SKU0018_202506,2025-06-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,126,Exponential Smoothing,147,90,-57,57,"0,6333",37,9,46,9,147,82,44,5326,5326,5326,"12,22","1002,04","27,3",100,0,0,TRUE,1095,2025-06-09,2028-06-08,1103,"0,06","5,0102",2025-06-08 00:00:00,2025-06-11 00:00:00,0,Low,"14,664","1319,76",Line_C,10000,1,8,9,12,0,"53,26",0
SKU0018_202507,2025-07-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,128,Exponential Smoothing,127,134,7,7,"0,0522",37,1,38,8,178,137,148,5326,5326,5326,"12,22","1674,14","30,7",100,0,0,TRUE,1095,2025-07-08,2028-07-07,1102,"0,06","8,3707",2025-07-08 00:00:00,2025-07-05 00:00:00,1,Low,"14,664","1964,976",Line_C,10000,1,7,9,11,1,"53,26",0
SKU0018_202508,2025-08-01 00:00:00,SKU0018,Packaging Grade A,Packaging,kg,121,131,Exponential Smoothing,107,94,-13,13,"0,1383",37,3,40,8,133,74,69,5326,5326,5326,"12,22","904,28","23,6",100,0,0,TRUE,1095,2025-08-05,2028-08-04,1099,"0,06","4,5214",2025-08-08 00:00:00,2025-08-08 00:00:00,1,Low,"14,664","1378,416",Line_C,10000,5,7,9,11,1,"53,26",0
SKU0019_202411,2024-11-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,464,Causal (Promo),474,520,46,46,"0,0885",21,4,25,28,461,612,205,0,0,5942,"13,88","8494,56","35,3",100,0,0,TRUE,365,2024-11-10,2025-11-10,374,"0,06","42,4728",2024-11-08 00:00:00,2024-11-17 00:00:00,0,Medium,"16,656","8661,12",Line_A,20000,6,23,29,36,0,0,0
SKU0019_202412,2024-12-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,475,Naive,399,511,112,112,"0,2192",21,5,26,29,472,177,492,5942,5942,5942,"13,88","2456,76","10,4",100,0,0,TRUE,365,2024-12-06,2025-12-06,370,"0,06","12,2838",2024-12-08 00:00:00,2024-12-08 00:00:00,1,Medium,"16,656","8511,216",Line_A,20000,5,23,29,37,1,"29,71",0
SKU0019_202501,2025-01-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,485,ARIMA,495,491,-4,4,"0,0081",21,8,29,30,505,491,369,5942,5942,5942,"13,88","6815,08",30,100,0,0,TRUE,365,2025-01-05,2026-01-05,369,"0,06","34,0754",2025-01-08 00:00:00,2025-01-18 00:00:00,0,Medium,"16,656","8178,096",Line_A,20000,6,24,31,39,0,"29,71",0
SKU0019_202502,2025-02-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,495,Causal (Promo),453,783,330,330,"0,4215",21,4,25,28,680,295,485,5942,5942,5942,"13,88","4094,6","11,3","99,62",1,0,TRUE,365,2025-02-10,2026-02-10,374,"0,06","20,473",2025-02-08 00:00:00,2025-02-09 00:00:00,1,Medium,"16,656","13041,648",Line_A,20000,6,23,29,36,1,"29,71",0
SKU0019_202503,2025-03-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,506,Exponential Smoothing,625,345,-280,280,"0,8116",21,3,24,28,304,0,286,5942,5942,5942,"13,88",0,0,"82,9",1,0,TRUE,365,2025-03-04,2026-03-04,368,"0,06",0,2025-03-08 00:00:00,2025-03-11 00:00:00,0,Medium,"16,656","5746,32",Line_A,20000,7,22,28,35,0,"29,71",0
SKU0019_202504,2025-04-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,516,Exponential Smoothing,559,786,227,227,"0,2888",21,11,32,32,870,0,869,5942,5942,5942,"13,88",0,0,100,0,0,TRUE,365,2025-04-02,2026-04-02,366,"0,06",0,2025-04-08 00:00:00,2025-04-11 00:00:00,0,Medium,"16,656","13091,616",Line_A,20000,8,25,33,40,0,"29,71",0
SKU0019_202505,2025-05-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,526,Exponential Smoothing,632,523,-109,109,"0,2084",21,9,30,31,554,327,412,5942,5942,5942,"13,88","4538,76","18,8",100,0,0,TRUE,365,2025-05-08,2026-05-08,372,"0,06","22,6938",2025-05-08 00:00:00,2025-05-17 00:00:00,0,Medium,"16,656","8711,088",Line_A,20000,4,25,31,39,0,"29,71",0
SKU0019_202506,2025-06-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,537,ARIMA,523,538,15,15,"0,0279",21,6,27,29,513,46,313,5942,5942,5942,"13,88","638,48","2,6","66,73",1,0,TRUE,365,2025-06-03,2026-06-03,367,"0,06","3,1924",2025-06-08 00:00:00,2025-06-15 00:00:00,0,Medium,"16,656","8960,928",Line_A,20000,6,23,30,37,0,"29,71",0
SKU0019_202507,2025-07-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,547,Exponential Smoothing,623,572,-51,51,"0,0892",21,4,25,28,505,1359,574,0,0,5942,"13,88","18862,92","71,3",100,0,0,TRUE,365,2025-07-02,2026-07-02,366,"0,06","94,3146",2025-07-08 00:00:00,2025-07-17 00:00:00,0,Medium,"16,656","9527,232",Line_A,20000,3,23,29,36,0,0,0
SKU0019_202508,2025-08-01 00:00:00,SKU0019,Packaging Grade C,Packaging,kg,516,557,Collaborative Judgment,620,325,-295,295,"0,9077",21,8,29,30,344,262,85,5942,5942,5942,"13,88","3636,56","24,2",100,0,0,TRUE,365,2025-08-10,2026-08-10,374,"0,06","18,1828",2025-08-08 00:00:00,2025-08-08 00:00:00,1,Medium,"16,656","5413,2",Line_A,20000,6,24,31,39,1,"29,71",0
SKU0020_202411,2024-11-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,351,Exponential Smoothing,437,446,9,9,"0,0202",52,6,58,33,895,75,77,3149,3149,3149,"25,97","1947,75",5,"34,08",1,0,TRUE,1095,2024-11-05,2027-11-05,1099,"0,12","19,4775",2024-11-08 00:00:00,2024-11-17 00:00:00,0,Medium,"35,0595","15636,537",Line_B,15000,6,26,33,41,0,"20,99333333",0
SKU0020_202412,2024-12-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,359,Causal (Promo),404,423,19,19,"0,0449",52,6,58,33,851,31,380,3149,3149,3149,"25,97","805,07","2,2","97,16",1,0,TRUE,1095,2024-12-03,2027-12-03,1097,"0,12","8,0507",2024-12-08 00:00:00,2024-12-11 00:00:00,0,Medium,"35,0595","14830,1685",Line_B,15000,6,26,33,41,0,"20,99333333",0
SKU0020_202501,2025-01-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,367,Exponential Smoothing,453,347,-106,106,"0,3055",52,4,56,32,680,264,177,3149,3149,3149,"25,97","6856,08","22,8",100,0,0,TRUE,1095,2025-01-10,2028-01-10,1104,"0,12","68,5608",2025-01-08 00:00:00,2025-01-15 00:00:00,0,Medium,"35,0595","12165,6465",Line_B,15000,7,25,33,40,0,"20,99333333",0
SKU0020_202502,2025-02-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,374,ARIMA,377,382,5,5,"0,0131",52,9,61,33,810,431,149,3149,3149,3149,"25,97","11193,07","33,8",100,0,0,TRUE,1095,2025-02-02,2028-02-02,1096,"0,12","111,9307",2025-02-08 00:00:00,2025-02-07 00:00:00,1,Medium,"35,0595","13392,729",Line_B,15000,8,27,34,42,1,"20,99333333",0
SKU0020_202503,2025-03-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,382,Exponential Smoothing,384,404,20,20,"0,0495",52,8,60,33,841,611,410,3149,3149,3149,"25,97","15867,67","45,4",100,0,0,TRUE,1095,2025-03-07,2028-03-06,1101,"0,12","158,6767",2025-03-08 00:00:00,2025-03-10 00:00:00,1,Medium,"35,0595","14164,038",Line_B,15000,7,26,34,42,1,"20,99333333",0
SKU0020_202504,2025-04-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,390,Exponential Smoothing,338,256,-82,82,"0,3203",52,6,58,33,528,185,263,3149,3149,3149,"25,97","4804,45","21,7",100,0,0,TRUE,1095,2025-04-04,2028-04-03,1098,"0,12","48,0445",2025-04-08 00:00:00,2025-04-16 00:00:00,0,Medium,"35,0595","8975,232",Line_B,15000,1,26,33,41,0,"20,99333333",0
SKU0020_202505,2025-05-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,398,Causal (Promo),285,267,-18,18,"0,0674",52,8,60,33,567,335,135,3149,3149,3149,"25,97","8699,95","37,6",100,0,0,TRUE,1095,2025-05-07,2028-05-06,1101,"0,12","86,9995",2025-05-08 00:00:00,2025-05-06 00:00:00,1,Medium,"35,0595","9360,8865",Line_B,15000,7,26,34,42,1,"20,99333333",0
SKU0020_202506,2025-06-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,406,Naive,321,163,-158,158,"0,9693",52,11,63,34,376,33,145,3149,3149,3149,"25,97","857,01","6,1",100,0,0,TRUE,1095,2025-06-06,2028-06-05,1100,"0,12","8,5701",2025-06-08 00:00:00,2025-06-14 00:00:00,0,Medium,"35,0595","5714,6985",Line_B,15000,3,27,34,43,0,"20,99333333",0
SKU0020_202507,2025-07-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,413,Causal (Promo),228,296,68,68,"0,2297",52,1,53,31,554,602,89,0,0,3149,"25,97","15633,94",61,100,0,0,TRUE,1095,2025-07-05,2028-07-04,1099,"0,12","156,3394",2025-07-08 00:00:00,2025-07-17 00:00:00,0,Medium,"35,0595","10377,612",Line_B,15000,3,25,32,39,0,0,0
SKU0020_202508,2025-08-01 00:00:00,SKU0020,Solvents Grade B,Solvents,litre,390,421,Exponential Smoothing,260,399,139,139,"0,3484",52,3,55,32,764,425,439,3149,3149,3149,"25,97","11037,25",32,100,0,0,TRUE,1095,2025-08-07,2028-08-06,1101,"0,12","110,3725",2025-08-08 00:00:00,2025-08-18 00:00:00,0,Medium,"35,0595","13988,7405",Line_B,15000,7,25,32,40,0,"20,99333333",0
SKU0021_202411,2024-11-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,457,Collaborative Judgment,501,582,81,81,"0,1392",47,8,55,41,1108,523,470,3154,0,3154,"29,76","15564,48",27,100,0,0,FALSE,1095,2024-11-09,2027-11-09,1103,"0,09","116,7336",2024-11-08 00:00:00,2024-11-13 00:00:00,0,Medium,"44,64","25980,48",Line_C,,,33,42,52,0,,0
SKU0021_202412,2024-12-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,467,Exponential Smoothing,708,522,-186,186,"0,3563",47,5,52,40,945,650,417,3154,0,3154,"29,76",19344,"37,4",100,0,0,FALSE,1095,2024-12-09,2027-12-09,1103,"0,09","145,08",2024-12-08 00:00:00,2024-12-09 00:00:00,1,Medium,"44,64","23302,08",Line_C,,,32,41,51,1,,0
SKU0021_202501,2025-01-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,478,Collaborative Judgment,538,575,37,37,"0,0643",47,10,57,42,1134,414,286,3154,0,3154,"29,76","12320,64","21,6",100,0,0,FALSE,1095,2025-01-09,2028-01-09,1103,"0,09","92,4048",2025-01-08 00:00:00,2025-01-10 00:00:00,1,Medium,"44,64",25668,Line_C,,,33,43,53,1,,0
SKU0021_202502,2025-02-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,488,Exponential Smoothing,573,525,-48,48,"0,0914",47,5,52,40,950,167,594,3154,0,3154,"29,76","4969,92","9,5",100,0,0,FALSE,1095,2025-02-05,2028-02-05,1099,"0,09","37,2744",2025-02-08 00:00:00,2025-02-16 00:00:00,0,Medium,"44,64",23436,Line_C,,,32,41,51,0,,0
SKU0021_202503,2025-03-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,498,Exponential Smoothing,505,625,120,120,"0,192",47,3,50,39,1081,701,684,3154,0,3154,"29,76","20861,76","33,6",100,0,0,FALSE,1095,2025-03-07,2028-03-06,1101,"0,09","156,4632",2025-03-08 00:00:00,2025-03-16 00:00:00,0,Medium,"44,64",27900,Line_C,,,31,40,50,0,,0
SKU0021_202504,2025-04-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,508,ARIMA,577,552,-25,25,"0,0453",47,4,51,40,978,499,431,3154,0,3154,"29,76","14850,24","27,1",100,0,0,FALSE,1095,2025-04-09,2028-04-08,1103,"0,09","111,3768",2025-04-08 00:00:00,2025-04-16 00:00:00,0,Medium,"44,64","24641,28",Line_C,,,32,40,50,0,,0
SKU0021_202505,2025-05-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,518,Exponential Smoothing,653,325,-328,328,"1,0092",47,6,53,40,614,211,371,3154,0,3154,"29,76","6279,36","19,5",100,0,0,FALSE,1095,2025-05-10,2028-05-09,1104,"0,09","47,0952",2025-05-08 00:00:00,2025-05-16 00:00:00,0,Medium,"44,64",14508,Line_C,,,32,41,51,0,,0
SKU0021_202506,2025-06-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,528,Exponential Smoothing,499,534,35,35,"0,0655",47,8,55,41,1020,328,496,3154,0,3154,"29,76","9761,28","18,4",100,0,0,FALSE,1095,2025-06-05,2028-06-04,1099,"0,09","73,2096",2025-06-08 00:00:00,2025-06-08 00:00:00,1,Medium,"44,64","23837,76",Line_C,,,33,42,52,1,,0
SKU0021_202507,2025-07-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,538,Exponential Smoothing,555,649,94,94,"0,1448",47,9,56,41,1252,750,269,3154,0,3154,"29,76",22320,"34,7",100,0,0,FALSE,1095,2025-07-02,2028-07-01,1096,"0,09","167,4",2025-07-08 00:00:00,2025-07-18 00:00:00,0,Medium,"44,64","28971,36",Line_C,,,33,42,53,0,,0
SKU0021_202508,2025-08-01 00:00:00,SKU0021,Additives Grade C,Additives,kg,508,549,Causal (Promo),450,564,114,114,"0,2021",47,1,48,38,940,1147,187,0,0,3154,"29,76","34134,72",61,100,0,0,FALSE,1095,2025-08-07,2028-08-06,1101,"0,09","256,0104",2025-08-08 00:00:00,2025-08-18 00:00:00,0,Medium,"44,64","25176,96",Line_C,,,31,39,49,0,,0
SKU0022_202411,2024-11-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,314,Collaborative Judgment,342,386,44,44,"0,114",57,6,63,30,841,781,114,9046,0,9046,"15,9","12417,9","60,7",100,0,0,FALSE,365,2024-11-08,2025-11-08,372,"0,1","103,4825",2024-11-08 00:00:00,2024-11-15 00:00:00,0,Medium,"23,055","8899,23",Line_A,,,24,31,38,0,,0
SKU0022_202412,2024-12-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,321,ARIMA,418,435,17,17,"0,0391",57,4,61,30,914,664,284,9046,0,9046,"15,9","10557,6","45,8",100,0,0,FALSE,365,2024-12-09,2025-12-09,373,"0,1","87,98",2024-12-08 00:00:00,2024-12-14 00:00:00,0,Medium,"23,055","10028,925",Line_A,,,24,30,38,0,,0
SKU0022_202501,2025-01-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,328,Exponential Smoothing,420,251,-169,169,"0,6733",57,6,63,30,557,145,106,9046,0,9046,"15,9","2305,5","17,3",100,0,0,FALSE,365,2025-01-03,2026-01-03,367,"0,1","19,2125",2025-01-08 00:00:00,2025-01-11 00:00:00,0,Medium,"23,055","5786,805",Line_A,,,24,31,38,0,,0
SKU0022_202502,2025-02-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,335,Exponential Smoothing,369,396,27,27,"0,0682",57,4,61,30,835,32,271,9046,0,9046,"15,9","508,8","2,4","76,52",1,0,FALSE,365,2025-02-07,2026-02-07,371,"0,1","4,24",2025-02-08 00:00:00,2025-02-16 00:00:00,0,Medium,"23,055","9129,78",Line_A,,,24,30,38,0,,0
SKU0022_202503,2025-03-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,342,Exponential Smoothing,399,485,86,86,"0,1773",57,1,58,29,967,410,632,9046,0,9046,"15,9",6519,"25,4",100,0,0,FALSE,365,2025-03-08,2026-03-08,372,"0,1","54,325",2025-03-08 00:00:00,2025-03-13 00:00:00,0,Medium,"23,055","11181,675",Line_A,,,23,30,37,0,,0
SKU0022_202504,2025-04-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,349,Collaborative Judgment,415,377,-38,38,"0,1008",57,7,64,30,834,31,234,9046,0,9046,"15,9","492,9","2,5","70,29",1,0,FALSE,365,2025-04-09,2026-04-09,373,"0,1","4,1075",2025-04-08 00:00:00,2025-04-11 00:00:00,0,Medium,"23,055","8691,735",Line_A,,,24,31,39,0,,0
SKU0022_202505,2025-05-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,356,Exponential Smoothing,380,405,25,25,"0,0617",57,10,67,31,936,221,318,9046,0,9046,"15,9","3513,9","16,4",100,0,0,FALSE,365,2025-05-08,2026-05-08,372,"0,1","29,2825",2025-05-08 00:00:00,2025-05-18 00:00:00,0,Medium,"23,055","9337,275",Line_A,,,25,32,40,0,,0
SKU0022_202506,2025-06-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,363,Collaborative Judgment,488,268,-220,220,"0,8209",57,9,66,31,621,324,0,9046,0,9046,"15,9","5151,6","36,3",100,0,0,FALSE,365,2025-06-05,2026-06-05,369,"0,1","42,93",,,0,Medium,"23,055","6178,74",Line_A,,,25,32,39,0,,0
SKU0022_202507,2025-07-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,370,Collaborative Judgment,311,270,-41,41,"0,1519",57,5,62,30,588,83,115,9046,0,9046,"15,9","1319,7","9,2","73,33",1,0,FALSE,365,2025-07-05,2026-07-05,369,"0,1","10,9975",2025-07-08 00:00:00,2025-07-05 00:00:00,1,Medium,"23,055","6224,85",Line_A,,,24,31,38,1,,0
SKU0022_202508,2025-08-01 00:00:00,SKU0022,Surfactants Grade C,Surfactants,kg,349,377,Causal (Promo),293,226,-67,67,"0,2965",57,9,66,31,528,234,92,9046,0,9046,"15,9","3720,6","31,1",100,0,0,FALSE,365,2025-08-07,2026-08-07,371,"0,1","31,005",2025-08-08 00:00:00,2025-08-13 00:00:00,0,Medium,"23,055","5210,43",Line_A,,,25,32,39,0,,0
SKU0023_202411,2024-11-01 00:00:00,SKU0023,Intermediates Grade A,Intermediates,kg,684,616,Causal (Promo),788,425,-363,363,"0,8541",24,5,29,40,451,992,217,0,0,8204,"33,56","33291,52",70,100,0,0,FALSE,1095,2024-11-08,2027-11-08,1102,"0,14","388,4010667",2024-11-08 00:00:00,2024-11-15 00:00:00,0,High,"53,696","22820,8",Line_B,,,32,41,51,0,,0
